conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,account_type
1834381439842091186,Thu Sep 12 23:59:51 +0000 2024,20,i have so many ideas my brain is going to explode bro,1834381439842091186,no image,no reply,en,unkown,0,4,0,https://x.com/kaivrv/status/1834381439842091186,1380013226071486467,kaivrv,human
1834371571320062142,Thu Sep 12 23:59:50 +0000 2024,1,@almasinfe @masterballmelts Bro you re not gonna believe me but I never had a Red Bull in my life,1834381439124861188,no image,almasinfe,en,unkown,0,1,0,https://x.com/Drakeo93280/status/1834381439124861188,1498142660325826561,Drakeo93280,human
1834380344402817051,Thu Sep 12 23:59:50 +0000 2024,0,@omensofmgc lov u bro,1834381437463601252,no image,P3ACHL0B0T0MY,en,she/her • 27 • 🇨🇦 • 18+ ,0,0,0,https://x.com/mouthfuldiaz/status/1834381437463601252,972267213695733760,mouthfuldiaz,human
1834381435236684140,Thu Sep 12 23:59:49 +0000 2024,4,Y'all know the vibes! My lil bro @DjPasquan &amp; I! #StillDeeperThanMusic https://t.co/3ndM2mzD0t,1834381435236684140,https://pbs.twimg.com/media/GXUIMS-aUAA72cs.jpg,no reply,en,"Lacey, Wa",0,0,0,https://x.com/biglank360/status/1834381435236684140,22594858,biglank360,human
1834379575347875908,Thu Sep 12 23:59:48 +0000 2024,0,@Nick__NC Bro she was wilding,1834381431017034099,no image,Nick__NC,en,South Florida,0,0,0,https://x.com/PabloGRadio/status/1834381431017034099,121497721,PabloGRadio,human
1834375467756863798,Thu Sep 12 23:59:48 +0000 2024,0,@marbeliiii la puedes resignificar bro ‍↕️,1834381428684984562,no image,marbeliiii,es,unkown,0,0,0,https://x.com/alexsanm62/status/1834381428684984562,1494955482028650496,alexsanm62,human
1834260753966039520,Thu Sep 12 23:59:48 +0000 2024,0,@SammWeb3 Gm bro! I work in the growth marketing department. I'm expert in ads management social media marketing and SEO content writing. Let's connect!,1834381428613882364,no image,SammWeb3,en,Crypto,0,0,0,https://x.com/VarcaseWeb3/status/1834381428613882364,1827339843422318592,VarcaseWeb3,human
1834381428118704201,Thu Sep 12 23:59:48 +0000 2024,0,Man bro I'm not ready for it to be dark at 5 o clock ‍,1834381428118704201,no image,no reply,en,unkown,0,0,0,https://x.com/KallMeFatz/status/1834381428118704201,464475015,KallMeFatz,human
1834209942112534701,Thu Sep 12 23:59:48 +0000 2024,0,@toasfter Udah difollow bro kapan-kapan hangout bareng buat foto-foto? ,1834381427951239491,no image,toasfter,in,"MVRP, 21+, 1995",0,0,0,https://x.com/Sardoinic/status/1834381427951239491,1826146534033154048,Sardoinic,human
1834376712353611821,Thu Sep 12 23:59:48 +0000 2024,0,@RJThatsWhatsUp GN bro hope tomorrow is better than Today,1834381427036881406,no image,baby_liciouss,en,Earth,0,0,0,https://x.com/MakokhaLucas/status/1834381427036881406,1629010005281189888,MakokhaLucas,human
1833968355465724348,Thu Sep 12 23:59:47 +0000 2024,0,@DecoratedGooner C'mon bro how much is Elon paying for you to sell your soul,1834381426117968097,no image,DecoratedGooner,en,unkown,0,0,0,https://x.com/mikebissy/status/1834381426117968097,1481492879533088768,mikebissy,human
1834378746343637076,Thu Sep 12 23:59:47 +0000 2024,2,@pow7er bro,1834381425274921420,no image,pow7er,und,rav exo maniac fakie,0,1,0,https://x.com/snappyaimer/status/1834381425274921420,1381711974959095818,snappyaimer,human
1833898398405234718,Thu Sep 12 23:59:46 +0000 2024,1,@SolarHeavy @space__wizard Mr. Ad boy has smth to say Bro shut tf up.,1834381420891877840,no image,SolarHeavy,en,Not here,0,0,0,https://x.com/deepdarkgremlin/status/1834381420891877840,987121420726603776,deepdarkgremlin,human
1834381419268722955,Thu Sep 12 23:59:46 +0000 2024,0,@ABC @cnn @nyt @washingtonpost here y all go. They re all over youtube and internet. Many illegals enjoy eating what we consider pets. And these illegals bro g their culture here.,1834381419268722955,no image,ABC,en,unkown,0,1,0,https://x.com/VanessaCor74223/status/1834381419268722955,1786432595934199809,VanessaCor74223,human
1834357134492139778,Thu Sep 12 23:59:45 +0000 2024,1,@Rian__Az Morning Bro..️,1834381418295951384,no image,Rian__Az,en,"Denpasar Selatan, Indonesia",0,1,0,https://x.com/YosAditya61/status/1834381418295951384,809306945869860864,YosAditya61,human
1834379397937148020,Thu Sep 12 23:59:45 +0000 2024,0,@camyoppenheimer Bro OKC lost to Dallas in 6 lol,1834381414533398950,no image,camyoppenheimer,en,"Brussels, Belgium",0,0,0,https://x.com/MGE85/status/1834381414533398950,25072026,MGE85,human
1834379952562536592,Thu Sep 12 23:59:44 +0000 2024,0,@virrjalil profundo bro,1834381413342224824,no image,virrjalil,pt,unkown,0,0,0,https://x.com/CConstanzaReyes/status/1834381413342224824,1426753393700245505,CConstanzaReyes,human
1834380620018880645,Thu Sep 12 23:59:44 +0000 2024,0,@News_Funkin BRO IT HASENT EVEN BEEN AN HOUR,1834381412805284183,no image,News_Funkin,en,NSFW/FETISH DNI!!!,0,0,0,https://x.com/voltthef0x/status/1834381412805284183,1822653667981561856,voltthef0x,human
1834374202436075541,Thu Sep 12 23:59:44 +0000 2024,33,@reyjimenz @BashyalKrishab @IGN Consoles get stutters in games too bro.,1834381412167831714,no image,reyjimenz,en,unkown,0,3,0,https://x.com/Gamer89PC/status/1834381412167831714,1829344448443973633,Gamer89PC,human
1834370995542442338,Thu Sep 12 23:59:44 +0000 2024,1,@le_donz Bro it makes life so much easier. I just throw everything in it and go on about my business.,1834381412088074372,no image,le_donz,en,"Montréal, Canada",0,1,0,https://x.com/Sav_u/status/1834381412088074372,873948542,Sav_u,human
1824769616033308900,Thu Sep 12 23:59:44 +0000 2024,1,@EmirattiRBX @Ky0sk_XD Nuh bro,1834381410842690027,no image,EmirattiRBX,in,unkown,0,0,0,https://x.com/VaqilaChan/status/1834381410842690027,1792501591649693696,VaqilaChan,human
1834381406601891988,Thu Sep 12 23:59:43 +0000 2024,9125,nigga what was i on bro ,1834381410049696203,no image,NxtDeterio,en,unkown,2,13,69,https://x.com/NxtDeterio/status/1834381410049696203,1424516142115147777,NxtDeterio,human
1834328646728716401,Thu Sep 12 23:59:43 +0000 2024,0,@FabrizioRomano Ahh bro is missing goodbye to trophies then,1834381408913305735,no image,FabrizioRomano,en,unkown,0,0,0,https://x.com/WarriorZxcy/status/1834381408913305735,370650200,WarriorZxcy,human
1834374479134220500,Thu Sep 12 23:59:43 +0000 2024,1,@_PixeLeon Gracias bro siempre se aprecian tus palabras https://t.co/irSuiRFjcT,1834381406375453008,https://pbs.twimg.com/media/GXUIKm2W4AAN3w5.jpg,_PixeLeon,es,unkown,0,0,0,https://x.com/Eleven_main/status/1834381406375453008,1378092436795318289,Eleven_main,human
1834377825903657223,Thu Sep 12 23:59:42 +0000 2024,7,@UTDTrey What s wrong with that bro Trey?,1834381405947637943,no image,UTDTrey,en,"Michigan, USA",0,0,0,https://x.com/UtdTony6/status/1834381405947637943,1445456736597381126,UtdTony6,human
1834377758320759168,Thu Sep 12 23:59:41 +0000 2024,0,@T3Bracketology Colorado?! Bro cmon do some damn homework.,1834381400490844200,no image,T3Bracketology,en,Denver ,0,0,0,https://x.com/GeoffGoodside/status/1834381400490844200,196036102,GeoffGoodside,human
1834380782489522500,Thu Sep 12 23:59:41 +0000 2024,0,@iAnonPatriot Bro accidentally spoke the truth for once,1834381398246830526,no image,iAnonPatriot,en,unkown,0,0,0,https://x.com/Bartho42069/status/1834381398246830526,1798150826713628672,Bartho42069,human
1834232377406575008,Thu Sep 12 23:59:40 +0000 2024,0,@IbouBlueMagic Le test sa dépend bro entre 1 jour et 2 j,1834381396984336492,no image,IbouBlueMagic,fr,"Paris, France",0,1,0,https://x.com/NamsDeBingue/status/1834381396984336492,750459409,NamsDeBingue,human
1834335395624235469,Thu Sep 12 23:59:40 +0000 2024,0,@Rukthor1 Thanks bro!! https://t.co/61Fp5v6Qa1,1834381396887953808,https://pbs.twimg.com/tweet_video_thumb/GXUIJ1xW4AAZP7X.jpg,Rukthor1,en,United Kingdom,0,0,0,https://x.com/PhantomUma/status/1834381396887953808,1293281604987740165,PhantomUma,human
1834375795340411094,Thu Sep 12 23:59:40 +0000 2024,8,@scubaryan_ @nfr_podcast Bro what strain u smokin,1834381395998769218,no image,scubaryan_,en,"New York, USA",0,0,0,https://x.com/tommydudd2/status/1834381395998769218,1788934086184083457,tommydudd2,human
1834381395692577130,Thu Sep 12 23:59:40 +0000 2024,6,Bro los amigos de verdad son los que te van a decir todo lo que estas haciendo mal en la cara huir de eso pensando que te juzgan como eres y toda esa estupidez en mi parecer es una inmadurez tremenda son los típicos que se justifican con la típica yo soy así ,1834381395692577130,no image,no reply,es,unkown,0,1,2,https://x.com/AlejandroLafa10/status/1834381395692577130,1570184292843622400,AlejandroLafa10,human
1834381395105354002,Thu Sep 12 23:59:40 +0000 2024,3,Some people still think Taylor Swift is more famous than Ronaldo Bro used less than a month to beat her!!! https://t.co/4dbGJ3baZH,1834381395105354002,https://pbs.twimg.com/media/GXUIJvnXIAETDwO.jpg,no reply,en,Your girls crib!,0,1,0,https://x.com/4rn_clips/status/1834381395105354002,1782638989465231360,4rn_clips,human
1834381391024595348,Thu Sep 12 23:59:39 +0000 2024,1,The commercials on TNF being a good 75% louder than the broadcast has to stop bro,1834381391024595348,no image,no reply,en,unkown,0,0,0,https://x.com/DirtyAirRacing_/status/1834381391024595348,1754048488311054336,DirtyAirRacing_,human
1834380023123575056,Thu Sep 12 23:59:39 +0000 2024,0,@farehet Takdak KUASA,1834381390227669049,no image,farehet,in,East Malaysia,0,0,0,https://x.com/Bro2Face/status/1834381390227669049,977476755786055680,Bro2Face,human
1834261505875083753,Thu Sep 12 23:59:38 +0000 2024,0,@girlfight_tv Bro you just watched him crush a girls skull on the concrete. Why are you being nice to him? Take him out.,1834381388700942592,no image,girlfight_tv,en,Phx,0,0,0,https://x.com/Few2many1/status/1834381388700942592,1589836113530609665,Few2many1,human
1834378440163684579,Thu Sep 12 23:59:38 +0000 2024,1,@The_RockTrading @fitz_keith Love ya bro 🇺🇸,1834381387878842862,no image,The_RockTrading,en,NC ‘Merica,0,0,0,https://x.com/NobodyI96397/status/1834381387878842862,1749969892642586624,NobodyI96397,human
1834381387173855569,Thu Sep 12 23:59:38 +0000 2024,0,They need bro parents,1834381387173855569,no image,no reply,en,"Poundtown, USA",0,0,0,https://x.com/lxidbvck/status/1834381387173855569,316513721,lxidbvck,human
1834271712789049830,Thu Sep 12 23:59:38 +0000 2024,0,@SwappzDoesStuff @JustOneNaji Like that's not even funny you know how I take shit seriously bro https://t.co/8QpCJuZE0L,1834381387027095908,https://pbs.twimg.com/media/GXUIJiEXoAAXCnP.png,SwappzDoesStuff,en,"Brooklyn, NY",0,0,0,https://x.com/lickaa11/status/1834381387027095908,1767400703750729728,lickaa11,human
1834380356608262307,Thu Sep 12 23:59:37 +0000 2024,2,@nenessealplush BRO IM BOUTTA THROW MYSELF INTO TRAFFIC,1834381383474483562,no image,nenessealplush,en,unkown,0,0,0,https://x.com/darnellyaoi/status/1834381383474483562,1782973281424875520,darnellyaoi,human
1833990780475633723,Thu Sep 12 23:59:37 +0000 2024,0,CN EXECS FUCKIN ROBBED ME BRO I WOULD VE WANTED THIS TO HAPPEN ^ https://t.co/zJE1CTldzN,1834381382497300614,https://pbs.twimg.com/tweet_video_thumb/GXUIJG7WwAAWDHP.jpg,Nexus2126,en,"Dallas, TX",0,0,0,https://x.com/Nexus2126/status/1834381382497300614,957705964404305921,Nexus2126,human
1834375217004564734,Thu Sep 12 23:59:37 +0000 2024,1,@CraigSmiling Craig cheer up bro ,1834381382077800538,no image,CraigSmiling,en,any prns • Black • 💣🐡,0,0,0,https://x.com/Mxhinaz/status/1834381382077800538,1481733440160600067,Mxhinaz,human
1833615785149010107,Thu Sep 12 23:59:37 +0000 2024,0,@SuperVillainP That s wild bro.,1834381382044582348,no image,SuperVillainP,en,"California, USA",0,0,0,https://x.com/LastOfTheStark_/status/1834381382044582348,901732660384550912,LastOfTheStark_,human
1834314654492798977,Thu Sep 12 23:59:36 +0000 2024,0,@VoteHarrisOut Trumper with another trust me bro source .,1834381380689743944,no image,VoteHarrisOut,en,unkown,0,0,0,https://x.com/Bronson12C/status/1834381380689743944,1751768013358198784,Bronson12C,human
1834299115175350455,Thu Sep 12 23:59:36 +0000 2024,1,@justTOA5TY Yoooo thanks bro !!!,1834381380630757589,no image,justTOA5TY,en,Wherever GOD takes me,0,0,0,https://x.com/Tangeezy/status/1834381380630757589,83037900,Tangeezy,human
1833857270142140564,Thu Sep 12 23:59:36 +0000 2024,0,@FrankieGonzo69 @pugmane The city would definitely be shut down. It really depends what job you have.,1834381377120117042,no image,FrankieGonzo69,en,"Bronx, NY",0,0,0,https://x.com/ECthesecond/status/1834381377120117042,1631394056361091081,ECthesecond,human
1831367271446671578,Thu Sep 12 23:59:36 +0000 2024,0,@quetzalcoatl612 bro what the fuck lmfao,1834381376952615229,no image,jormungundr612,en,she/her,0,1,0,https://x.com/schmarble/status/1834381376952615229,1828132139554217985,schmarble,human
1834377204849099209,Thu Sep 12 23:59:34 +0000 2024,2,@felixofficialug Here bro reply my tweet,1834381371990806684,no image,felixofficialug,en,"Texas, USA",0,1,0,https://x.com/MASSMB_FC/status/1834381371990806684,1245258882366107650,MASSMB_FC,human
1833855037644173800,Thu Sep 12 23:59:34 +0000 2024,0,@PSGINT_ @MediaParisien @goal Bro trust me he s not good.,1834381371134869902,no image,PSGINT_,en,unkown,0,2,0,https://x.com/BRTalents/status/1834381371134869902,1591196679126097935,BRTalents,human
1833887721237991728,Thu Sep 12 23:59:34 +0000 2024,0,@EuropeInvasionn https://t.co/37mjMz0AHk,1834381370983850485,https://pbs.twimg.com/media/GXUIIXAWEAA24fl.jpg,EuropeInvasions,qme,unkown,0,0,0,https://x.com/RitaBro56200530/status/1834381370983850485,1418327488975998979,RitaBro56200530,human
1834374669048127981,Thu Sep 12 23:59:34 +0000 2024,2,@Samulx_ Uy bro gas que puta mierda mejor me voy a comer https://t.co/C02kQ5q34D,1834381370287706544,https://pbs.twimg.com/media/GXUIIpPWwAAK1OW.jpg,Samulx_,es,unkown,0,0,0,https://x.com/rd_juan89810/status/1834381370287706544,1826315490500702208,rd_juan89810,human
1834381369373278440,Thu Sep 12 23:59:34 +0000 2024,0,One of God's toughest soldiers,1834381369373278440,no image,no reply,en,My Old Kentucky Home,0,0,0,https://x.com/BroFromTheBank/status/1834381369373278440,1392739899623751680,BroFromTheBank,human
1834287716491768169,Thu Sep 12 23:59:33 +0000 2024,0,@Mazursky8895 You got it madden bro,1834381367443869875,no image,Mazursky8895,en,Pittsburgh,0,0,0,https://x.com/insidiousmonk/status/1834381367443869875,59154877,insidiousmonk,human
1834379703290941523,Thu Sep 12 23:59:33 +0000 2024,0,@WAltenord Bon se vre bro.,1834381366038773795,no image,WAltenord,ht,unkown,1,0,0,https://x.com/BenchyChery/status/1834381366038773795,1416974952637636617,BenchyChery,human
1834356381404533009,Thu Sep 12 23:59:33 +0000 2024,1,@Lamar2xmvpx @bushidoflores @OnlyNeilinCincy @OpoyChase Lmao bro imagine being a fan of that franchise Losing for YEARS at some point they just have to take what they can get.. I ll let them have it ‍️,1834381365262880890,no image,Lamar2xmvpx,en,unkown,0,1,0,https://x.com/Chewtheking/status/1834381365262880890,1120042550444863488,Chewtheking,human
1834377876616994951,Thu Sep 12 23:59:32 +0000 2024,0,@SunSwordKing2 nah that s all u bro ,1834381363966853495,no image,SunSwordKing2,en,MINORS DNI ‼️,0,1,0,https://x.com/nekkoace/status/1834381363966853495,1397173368252731394,nekkoace,human
1834381363824230784,Thu Sep 12 23:59:32 +0000 2024,0,ts hurt sb cause i been saying this my mother my siblings and i went against my fathers party to vote for this bro but tinubu already had the presidency sealed as he won his political ticket,1834381363824230784,no image,no reply,en,unkown,0,0,0,https://x.com/attas_iv/status/1834381363824230784,1168696719003082760,attas_iv,human
1834377332603146595,Thu Sep 12 23:59:32 +0000 2024,0,@SWAMPIZZO Bro on a random Thursday night remembered he has music to release ,1834381363782295569,no image,SWAMPIZZO,en,in a goth castle,0,2,0,https://x.com/Lilmaget/status/1834381363782295569,1562182557583585281,Lilmaget,human
1834381363555750216,Thu Sep 12 23:59:32 +0000 2024,1,bro is nestor back?????,1834381363555750216,no image,no reply,en,NJ,0,0,0,https://x.com/adriannaalawson/status/1834381363555750216,929871106151940096,adriannaalawson,human
1834381362872402008,Thu Sep 12 23:59:32 +0000 2024,0,عصار مؤثرات غرماء ▬اےھيرب▬اےھرب▬ ◗CNU3074◖ ▬فلاي▬ان▬ ◗ABC559◖ ▬ألشمس▬وألرمأل▬و▬ألرمأل▬ ◗ZZY25◖ ▬السيف▬غاليرى▬ ◗R041◖ ▬دكتور▬نيوترشن▬نوترشن▬ ◗NUT1◖ ▬رسيس▬ ◗AA16◖,1834381362872402008,no image,no reply,ar,Jersey,0,0,0,https://x.com/AhnIman/status/1834381362872402008,1517074022,AhnIman,human
1834378813246935497,Thu Sep 12 23:59:32 +0000 2024,0,@u_rasp No bro I can prove it https://t.co/SEduwkIXa0,1834381362444321008,https://pbs.twimg.com/media/GXUIIJzXQAA-one.jpg,u_rasp,en,unkown,0,1,0,https://x.com/taxevader_88/status/1834381362444321008,1600268879825182720,taxevader_88,human
1834061263984623931,Thu Sep 12 23:59:32 +0000 2024,0,@GOATS_immortal $GOATS is Goated! @pikaso_me screenshot this,1834381361144053766,no image,GOATS_immortal,en,unkown,0,1,0,https://x.com/Bro_TEMI/status/1834381361144053766,1330312352907071490,Bro_TEMI,human
1834381358560387144,Thu Sep 12 23:59:31 +0000 2024,2,bro el vacío y el sentimiento de tristeza que te queda cuando te despides de la amiga que te ha acompañado durante toda la vida y es la única que te llevas en el cora porque vuestros caminos ya si que si se separan,1834381358560387144,no image,no reply,es,unkown,0,0,0,https://x.com/_eleeena23/status/1834381358560387144,1417117340760694787,_eleeena23,human
1834380404452667679,Thu Sep 12 23:59:31 +0000 2024,5,@Fredoxie_ https://t.co/Za2Pbs3YFh bro help us,1834381358438744270,no image,Fredoxie_,en,4750$,0,1,0,https://x.com/neyxfnbr/status/1834381358438744270,1275042119103774725,neyxfnbr,human
1834366463206973692,Thu Sep 12 23:59:31 +0000 2024,0,@elsandrosol Good night bro,1834381357675360642,no image,elsandrosol,en,unkown,0,0,0,https://x.com/RonaldM45675766/status/1834381357675360642,1255625884788277250,RonaldM45675766,human
1834381356874276940,Thu Sep 12 23:59:31 +0000 2024,0,he looks like a png i will never look at bro the same,1834381356874276940,no image,no reply,en,minor 𓏵 he/xe/it/neos,0,0,0,https://x.com/rxmsweenxy/status/1834381356874276940,1546534682015195137,rxmsweenxy,human
1834254937443725518,Thu Sep 12 23:59:30 +0000 2024,0,@Braxzy1x why we even arguing bro just leave it at this ,1834381354454114401,no image,Braxzy1x,en,unkown,0,0,0,https://x.com/eliwtfx/status/1834381354454114401,1474483291982114819,eliwtfx,human
